2022-10-19 19:15:14.754+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of script-security on behalf of admin
2022-10-19 19:15:14.754+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading script-security
2022-10-19 19:15:16.239+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: script-security
2022-10-19 19:15:16.239+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of structs on behalf of admin
2022-10-19 19:15:16.239+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading structs
2022-10-19 19:15:17.491+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: structs
2022-10-19 19:15:17.491+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of workflow-step-api on behalf of admin
2022-10-19 19:15:17.491+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading workflow-step-api
2022-10-19 19:15:18.643+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: workflow-step-api
2022-10-19 19:15:18.644+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of scm-api on behalf of admin
2022-10-19 19:15:18.644+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading scm-api
2022-10-19 19:15:20.452+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: scm-api
2022-10-19 19:15:20.452+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of workflow-api on behalf of admin
2022-10-19 19:15:20.453+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading workflow-api
2022-10-19 19:15:21.855+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: workflow-api
2022-10-19 19:15:21.855+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of workflow-support on behalf of admin
2022-10-19 19:15:21.856+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading workflow-support
2022-10-19 19:15:23.404+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: workflow-support
2022-10-19 19:15:23.404+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of checks-api on behalf of admin
2022-10-19 19:15:23.404+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading checks-api
2022-10-19 19:15:26.045+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: checks-api
2022-10-19 19:15:26.046+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Starting the installation of junit on behalf of admin
2022-10-19 19:15:26.047+0000 [id=80]	INFO	h.m.UpdateCenter$UpdateCenterConfiguration#download: Downloading junit
2022-10-19 19:15:28.171+0000 [id=80]	INFO	h.model.UpdateCenter$DownloadJob#run: Installation successful: junit
